project_id,project_type,state,region,capacity_mw,sanctioned_budget_cr,planned_duration_months,contractor_count,land_acquisition_status,project_complexity,actual_cost_cr,actual_duration_months,cost_overrun_pct,delay_months,risk_level
P00882,Transmission,Rajasthan,North,2364,4893.07,17,7,Pending,Medium,6494.53,34.7,32.73,17.7,High
P00883,Thermal,Rajasthan,North,4623,14411.96,73,7,Partial,High,16174.01,83.4,12.23,10.4,High
P00884,Transmission,Andhra Pradesh,South,591,1456.59,20,1,Pending,Low,1793.12,29.7,23.1,9.7,High
P00885,Solar,Madhya Pradesh,Central,894,2329.48,25,1,Partial,High,2740.78,40.5,17.66,15.5,High
P00886,Transmission,Punjab,North,2433,4965.72,58,9,Complete,Medium,5388.88,66.9,8.52,8.9,Medium
P00887,Solar,Gujarat,West,65,160.95,37,8,Partial,Medium,197.05,49.4,22.43,12.4,High
P00888,Thermal,Madhya Pradesh,Central,3025,14815.58,54,7,Partial,Medium,17357.05,60.3,17.15,6.3,Medium
P00889,Solar,Uttar Pradesh,North,730,1362.07,14,3,Complete,Medium,1512.07,18.7,11.01,4.7,Medium
P00890,Solar,Karnataka,South,64,120.85,32,5,Complete,Medium,130.85,35.4,8.28,3.4,Medium
P00891,Thermal,Tamil Nadu,South,3797,20815.2,76,9,Partial,Medium,24447.33,85.6,17.45,9.6,High
P00892,Hydro,Gujarat,West,139,524.01,82,7,Partial,Low,601.04,90.1,14.7,8.1,Medium
P00893,Wind,Madhya Pradesh,Central,768,1810.14,17,3,Complete,Medium,1958.45,19.4,8.19,2.4,Low
P00894,Hydro,Madhya Pradesh,Central,3797,18536.74,103,4,Pending,High,25465.95,126.7,37.38,23.7,High
P00895,Thermal,Madhya Pradesh,Central,2435,15156.01,94,6,Pending,Low,19266.64,106.5,27.12,12.5,High
P00896,Solar,Uttar Pradesh,North,1219,3291.74,36,10,Partial,Medium,4008.64,50.0,21.78,14.0,High
P00897,Hydro,Madhya Pradesh,Central,1234,4807.17,106,3,Partial,Medium,5564.99,115.8,15.76,9.8,High
P00898,Thermal,Maharashtra,West,1294,8196.53,92,3,Partial,Low,9273.45,94.8,13.14,2.8,Medium
P00899,Wind,Andhra Pradesh,South,62,110.32,21,3,Complete,Low,111.08,22.2,0.69,1.2,Low
P00900,Wind,Gujarat,West,734,1491.94,34,1,Complete,Low,1531.61,34.1,2.66,0.1,Low
P00901,Solar,Punjab,North,1055,2664.68,27,8,Complete,High,3254.05,38.2,22.12,11.2,High
P00902,Thermal,Andhra Pradesh,South,3599,16687.7,41,6,Complete,Low,17377.44,42.7,4.13,1.7,Low
P00903,Thermal,Karnataka,South,2248,6007.81,95,6,Pending,Medium,7571.37,105.4,26.03,10.4,High
P00904,Thermal,Uttar Pradesh,North,2019,11007.21,55,9,Pending,Medium,14582.14,70.8,32.48,15.8,High
P00905,Thermal,Madhya Pradesh,Central,2574,13745.46,68,2,Complete,High,14591.32,77.8,6.15,9.8,High
P00906,Solar,Uttar Pradesh,North,593,1636.69,25,6,Complete,Low,1658.91,25.9,1.36,0.9,Low
P00907,Thermal,Uttar Pradesh,North,3732,14985.43,43,9,Complete,Medium,17385.13,48.4,16.01,5.4,Medium
P00908,Thermal,Maharashtra,West,2904,12012.61,92,9,Pending,Medium,15114.14,112.1,25.82,20.1,High
P00909,Wind,Uttar Pradesh,North,608,1064.86,34,3,Complete,Medium,1167.01,38.6,9.59,4.6,Medium
P00910,Wind,Haryana,North,468,862.88,18,10,Partial,High,1145.55,36.9,32.76,18.9,High
P00911,Transmission,Karnataka,South,2019,4585.86,52,6,Partial,Medium,5640.44,59.6,23.0,7.6,Medium
P00912,Wind,Uttar Pradesh,North,602,1232.0,29,5,Complete,Medium,1319.18,33.6,7.08,4.6,Medium
P00913,Thermal,Tamil Nadu,South,4829,17377.6,61,10,Partial,Medium,21095.06,72.9,21.39,11.9,High
P00914,Solar,Punjab,North,1154,2149.92,18,3,Partial,Medium,2442.69,27.1,13.62,9.1,High
P00915,Wind,Punjab,North,674,1836.04,35,6,Complete,Low,1856.66,36.6,1.12,1.6,Low
P00916,Transmission,Karnataka,South,923,2263.0,39,7,Partial,Medium,2513.3,50.5,11.06,11.5,High
P00917,Wind,Maharashtra,West,994,1360.82,29,7,Complete,High,1488.38,36.5,9.37,7.5,Medium
P00918,Thermal,Tamil Nadu,South,2274,9012.06,53,10,Complete,Medium,10369.11,58.4,15.06,5.4,Medium
P00919,Thermal,Madhya Pradesh,Central,1667,9851.07,95,7,Partial,Medium,11317.86,101.4,14.89,6.4,Medium
P00920,Thermal,Rajasthan,North,2397,13203.85,91,8,Partial,High,17270.11,106.3,30.8,15.3,High
P00921,Wind,Karnataka,South,942,2402.99,32,5,Partial,Low,2626.66,40.2,9.31,8.2,Medium
P00922,Solar,Rajasthan,North,598,1319.84,37,2,Partial,Medium,1498.59,43.1,13.54,6.1,Medium
P00923,Thermal,Andhra Pradesh,South,2593,16429.7,64,3,Complete,Medium,17663.24,69.0,7.51,5.0,Medium
P00924,Wind,Uttar Pradesh,North,206,538.89,16,8,Complete,Low,573.89,21.6,6.49,5.6,Medium
P00925,Solar,Uttar Pradesh,North,1035,2402.88,43,10,Partial,Medium,2884.97,52.8,20.06,9.8,High
P00926,Transmission,Uttar Pradesh,North,2862,5590.02,42,5,Complete,Medium,6162.63,43.5,10.24,1.5,Medium
P00927,Wind,Uttar Pradesh,North,586,730.24,24,9,Complete,High,940.52,33.3,28.8,9.3,High
P00928,Transmission,Tamil Nadu,South,939,2142.71,12,10,Partial,Medium,2701.9,26.7,26.1,14.7,High
P00929,Hydro,Punjab,North,3432,15110.93,110,5,Partial,Low,17916.38,115.2,18.57,5.2,Medium
P00930,Solar,Punjab,North,66,156.08,29,3,Complete,Medium,173.04,33.9,10.86,4.9,Medium
P00931,Thermal,Gujarat,West,3069,16751.66,38,3,Partial,Medium,19967.0,45.1,19.19,7.1,Medium
P00932,Hydro,Maharashtra,West,630,3921.24,101,10,Pending,Low,5056.27,111.6,28.95,10.6,High
P00933,Hydro,Madhya Pradesh,Central,1436,10054.59,114,9,Partial,Medium,12082.08,125.1,20.16,11.1,High
P00934,Thermal,Punjab,North,1804,10933.07,53,3,Complete,Low,11203.76,54.2,2.48,1.2,Low
P00935,Wind,Gujarat,West,80,99.65,24,4,Complete,High,119.77,35.9,20.2,11.9,High
P00936,Hydro,Punjab,North,2571,17677.5,67,7,Complete,Medium,18969.08,69.7,7.31,2.7,Low
P00937,Solar,Madhya Pradesh,Central,1443,4795.88,13,3,Partial,Medium,5695.81,20.1,18.76,7.1,Medium
P00938,Solar,Maharashtra,West,1004,1832.61,45,4,Partial,Medium,2233.04,54.8,21.85,9.8,High
P00939,Thermal,Andhra Pradesh,South,969,3936.92,57,3,Complete,High,4656.23,64.6,18.27,7.6,Medium
P00940,Wind,Tamil Nadu,South,375,962.17,32,10,Complete,Low,1050.2,36.5,9.15,4.5,Medium
P00941,Transmission,Maharashtra,West,2155,4900.1,47,9,Pending,Medium,6476.57,65.2,32.17,18.2,High
P00942,Hydro,Andhra Pradesh,South,1742,12801.0,97,3,Pending,Low,15247.07,110.3,19.11,13.3,High
P00943,Transmission,Madhya Pradesh,Central,1377,2761.74,43,10,Complete,High,2999.24,58.9,8.6,15.9,High
P00944,Solar,Rajasthan,North,247,719.67,12,7,Complete,Medium,753.96,15.1,4.76,3.1,Medium
P00945,Thermal,Tamil Nadu,South,2271,12720.47,94,10,Partial,High,16514.12,104.8,29.82,10.8,High
P00946,Transmission,Rajasthan,North,1896,4177.71,21,4,Complete,Low,4255.47,21.2,1.86,0.2,Low
P00947,Solar,Uttar Pradesh,North,174,543.96,26,2,Complete,Low,552.14,26.4,1.5,0.4,Low
P00948,Solar,Karnataka,South,501,1719.43,13,10,Complete,Medium,1878.86,17.5,9.27,4.5,Medium
P00949,Solar,Madhya Pradesh,Central,1109,2706.48,14,2,Complete,Medium,2980.25,17.9,10.12,3.9,Medium
P00950,Hydro,Maharashtra,West,3671,21815.39,104,3,Pending,Low,26531.56,120.3,21.62,16.3,High
P00951,Transmission,Maharashtra,West,486,503.58,44,10,Pending,High,757.3,72.5,50.38,28.5,High
P00952,Thermal,Maharashtra,West,4104,20671.49,56,5,Partial,Medium,24726.44,64.5,19.62,8.5,Medium
P00953,Thermal,Karnataka,South,4853,17101.68,61,8,Complete,Medium,19083.81,64.2,11.59,3.2,Medium
P00954,Solar,Maharashtra,West,71,217.56,32,4,Partial,Medium,241.97,43.7,11.22,11.7,High
P00955,Thermal,Madhya Pradesh,Central,3510,19470.75,75,6,Partial,Low,20814.91,83.0,6.9,8.0,Medium
P00956,Thermal,Andhra Pradesh,South,1757,8560.9,66,6,Complete,Low,8700.19,66.4,1.63,0.4,Low
P00957,Thermal,Karnataka,South,3579,13612.08,54,10,Complete,Medium,14986.59,59.5,10.1,5.5,Medium
P00958,Thermal,Karnataka,South,1726,9725.24,59,2,Complete,Medium,10750.33,64.3,10.54,5.3,Medium
P00959,Hydro,Punjab,North,1084,3901.82,63,6,Complete,Medium,4311.07,64.8,10.49,1.8,Medium
P00960,Solar,Karnataka,South,1251,2950.91,42,3,Complete,Medium,3213.3,46.1,8.89,4.1,Medium
P00961,Transmission,Punjab,North,502,509.8,34,10,Complete,Medium,576.23,41.2,13.03,7.2,Medium
P00962,Hydro,Uttar Pradesh,North,3238,17841.58,44,3,Partial,Low,19637.79,50.0,10.07,6.0,Medium
P00963,Solar,Haryana,North,294,781.84,18,5,Complete,Medium,850.99,20.5,8.84,2.5,Low
P00964,Thermal,Madhya Pradesh,Central,3394,16546.39,79,5,Pending,Low,20189.43,86.5,22.02,7.5,Medium
P00965,Hydro,Madhya Pradesh,Central,1414,8513.97,42,2,Complete,Low,8925.11,42.0,4.83,0.0,Low
P00966,Wind,Andhra Pradesh,South,472,1089.01,29,4,Partial,Medium,1273.63,34.7,16.95,5.7,Medium
P00967,Solar,Madhya Pradesh,Central,1138,2498.29,25,4,Partial,Low,2864.49,28.0,14.66,3.0,Medium
P00968,Transmission,Madhya Pradesh,Central,1539,3239.64,48,8,Pending,High,4821.76,70.1,48.84,22.1,High
P00969,Transmission,Haryana,North,332,684.02,14,1,Partial,Low,807.39,20.7,18.04,6.7,Medium
P00970,Solar,Gujarat,West,67,215.63,38,10,Pending,Medium,292.02,55.1,35.43,17.1,High
P00971,Wind,Rajasthan,North,821,1389.93,30,8,Complete,Low,1507.67,33.1,8.47,3.1,Medium
P00972,Wind,Gujarat,West,693,1777.7,33,3,Complete,Medium,1899.4,38.7,6.85,5.7,Medium
P00973,Wind,Uttar Pradesh,North,955,2518.14,23,4,Complete,Medium,2677.58,25.7,6.33,2.7,Low
P00974,Solar,Andhra Pradesh,South,839,2414.02,12,8,Complete,Medium,2690.56,22.8,11.46,10.8,High
P00975,Thermal,Madhya Pradesh,Central,898,4878.02,58,4,Complete,High,5969.47,62.3,22.37,4.3,Medium
P00976,Transmission,Andhra Pradesh,South,1384,2398.55,20,7,Partial,Low,2810.74,26.3,17.19,6.3,Medium
P00977,Transmission,Punjab,North,2046,4886.5,54,3,Partial,Medium,6112.82,61.8,25.1,7.8,High
P00978,Solar,Tamil Nadu,South,1324,2006.55,31,9,Pending,Medium,2725.38,56.3,35.82,25.3,High
P00979,Wind,Madhya Pradesh,Central,628,1469.22,35,8,Partial,Medium,1864.26,46.2,26.89,11.2,High
P00980,Thermal,Gujarat,West,4564,15749.43,63,9,Complete,Low,17128.57,68.6,8.76,5.6,Medium
P00981,Hydro,Andhra Pradesh,South,2263,9227.18,76,10,Complete,Medium,10693.19,83.2,15.89,7.2,Medium
P00982,Hydro,Punjab,North,1474,10975.3,87,10,Partial,High,14823.97,104.7,35.07,17.7,High
P00983,Wind,Uttar Pradesh,North,369,905.74,28,4,Partial,Medium,1098.2,34.6,21.25,6.6,Medium
P00984,Hydro,Madhya Pradesh,Central,3173,24291.4,64,4,Complete,Medium,27133.18,67.8,11.7,3.8,Medium
P00985,Transmission,Gujarat,West,1941,3601.68,51,8,Partial,High,4403.73,67.1,22.27,16.1,High
P00986,Thermal,Punjab,North,1739,6706.1,60,4,Complete,Low,6861.1,60.6,2.31,0.6,Low
P00987,Solar,Karnataka,South,1412,2461.87,37,1,Partial,Medium,2977.24,45.1,20.93,8.1,Medium
P00988,Thermal,Punjab,North,2899,17087.72,92,9,Complete,High,20005.42,98.2,17.07,6.2,Medium
P00989,Transmission,Andhra Pradesh,South,1090,1815.36,30,7,Complete,High,2073.45,37.6,14.22,7.6,Medium
P00990,Hydro,Andhra Pradesh,South,1665,5188.86,74,5,Partial,Medium,6241.13,83.9,20.28,9.9,High
P00991,Solar,Karnataka,South,1189,3588.19,22,2,Complete,Medium,3765.25,25.8,4.93,3.8,Medium
P00992,Hydro,Gujarat,West,382,1867.11,62,9,Complete,Low,2042.53,65.0,9.4,3.0,Medium
P00993,Transmission,Haryana,North,2233,4864.98,41,2,Partial,Low,5692.39,46.8,17.01,5.8,Medium
P00994,Transmission,Andhra Pradesh,South,1589,2746.35,47,2,Complete,Low,2766.27,48.4,0.73,1.4,Low
P00995,Transmission,Haryana,North,905,1947.68,28,1,Pending,High,2490.16,43.3,27.85,15.3,High
P00996,Thermal,Gujarat,West,1836,7227.92,81,2,Partial,Medium,8292.92,90.8,14.73,9.8,High
P00997,Thermal,Andhra Pradesh,South,2465,13870.51,61,6,Partial,High,16686.53,75.1,20.3,14.1,High
P00998,Wind,Gujarat,West,63,95.14,28,3,Partial,Low,105.46,32.1,10.85,4.1,Medium
P00999,Transmission,Haryana,North,457,497.3,36,9,Complete,Medium,558.71,43.6,12.35,7.6,Medium
P01000,Hydro,Tamil Nadu,South,3642,27340.25,79,3,Complete,Low,27812.66,79.3,1.73,0.3,Low
P01001,Wind,Tamil Nadu,South,515,682.69,12,2,Complete,Low,701.02,13.1,2.68,1.1,Low
P01002,Hydro,Haryana,North,816,4091.23,90,2,Partial,Low,4713.25,95.2,15.2,5.2,Medium
P01003,Wind,Tamil Nadu,South,835,2465.82,32,5,Partial,Medium,2904.33,40.4,17.78,8.4,Medium
P01004,Hydro,Tamil Nadu,South,3504,21434.53,64,9,Partial,Low,25335.34,74.6,18.2,10.6,High
P01005,Wind,Madhya Pradesh,Central,353,987.09,28,4,Complete,Medium,1100.13,32.8,11.45,4.8,Medium
P01006,Wind,Haryana,North,414,552.24,22,3,Partial,Medium,678.22,34.5,22.81,12.5,High
P01007,Wind,Gujarat,West,353,435.21,26,10,Complete,Low,455.03,29.3,4.55,3.3,Medium
P01008,Solar,Tamil Nadu,South,1073,3172.01,35,1,Partial,Medium,3846.66,44.6,21.27,9.6,High
P01009,Solar,Andhra Pradesh,South,819,1445.67,15,1,Complete,Medium,1587.94,18.3,9.84,3.3,Medium
P01010,Hydro,Punjab,North,2631,17131.74,105,7,Pending,Low,20749.84,118.3,21.12,13.3,High
P01011,Transmission,Tamil Nadu,South,2067,3026.77,59,4,Partial,Medium,3618.02,66.2,19.53,7.2,Medium
P01012,Wind,Gujarat,West,667,1999.91,21,7,Partial,High,2500.3,32.2,25.02,11.2,High
P01013,Solar,Punjab,North,1157,1806.24,17,9,Pending,Low,2394.35,35.2,32.56,18.2,High
P01014,Thermal,Uttar Pradesh,North,875,4380.07,36,9,Partial,Medium,5619.93,51.1,28.31,15.1,High
P01015,Solar,Karnataka,South,619,1701.54,36,7,Pending,High,2339.78,53.7,37.51,17.7,High
P01016,Hydro,Haryana,North,3642,28379.38,119,4,Complete,Medium,30711.84,120.9,8.22,1.9,Low
P01017,Solar,Rajasthan,North,1222,2555.97,14,4,Pending,Medium,3455.49,31.4,35.19,17.4,High
P01018,Hydro,Maharashtra,West,2735,18194.56,82,5,Complete,Medium,20323.75,86.3,11.7,4.3,Medium
P01019,Wind,Karnataka,South,97,215.41,34,2,Partial,Medium,243.13,42.7,12.87,8.7,Medium
P01020,Wind,Maharashtra,West,266,589.99,35,8,Complete,Medium,660.1,39.3,11.88,4.3,Medium
P01021,Hydro,Rajasthan,North,2784,20316.63,87,4,Partial,Medium,23818.94,97.2,17.24,10.2,High
P01022,Hydro,Karnataka,South,2662,19250.9,40,10,Pending,Medium,27166.37,59.7,41.12,19.7,High
P01023,Solar,Karnataka,South,1403,2795.05,13,9,Partial,Low,3428.79,20.4,22.67,7.4,Medium
P01024,Thermal,Punjab,North,1769,7194.37,63,7,Complete,Low,7473.05,64.9,3.87,1.9,Low
P01025,Transmission,Gujarat,West,2672,4298.8,18,8,Pending,High,6080.47,45.9,41.45,27.9,High
P01026,Solar,Andhra Pradesh,South,1317,3158.05,24,1,Complete,High,3745.52,28.1,18.6,4.1,Medium
P01027,Hydro,Andhra Pradesh,South,3301,11071.8,75,2,Partial,High,13708.04,87.4,23.81,12.4,High
P01028,Wind,Rajasthan,North,303,380.05,23,5,Pending,Medium,488.19,35.3,28.45,12.3,High
P01029,Hydro,Maharashtra,West,1041,3620.27,116,3,Partial,Low,4087.01,123.2,12.89,7.2,Medium
P01030,Solar,Madhya Pradesh,Central,991,3093.55,44,4,Complete,Medium,3423.17,48.5,10.66,4.5,Medium
P01031,Hydro,Rajasthan,North,3854,17947.97,117,8,Pending,Medium,22226.27,142.7,23.84,25.7,High
P01032,Solar,Punjab,North,231,614.88,18,1,Complete,Low,617.17,18.6,0.37,0.6,Low
P01033,Hydro,Rajasthan,North,248,1290.25,88,9,Partial,Medium,1578.55,100.0,22.34,12.0,High
P01034,Wind,Gujarat,West,306,429.37,13,3,Partial,Low,510.65,21.6,18.93,8.6,Medium
P01035,Thermal,Madhya Pradesh,Central,2810,17091.36,85,10,Complete,High,20670.19,99.5,20.94,14.5,High
P01036,Wind,Maharashtra,West,879,1971.32,30,5,Complete,Medium,2115.6,34.3,7.32,4.3,Medium
P01037,Hydro,Andhra Pradesh,South,2448,8599.64,102,9,Partial,High,10452.69,113.6,21.55,11.6,High
P01038,Solar,Punjab,North,1208,2145.47,38,8,Complete,Low,2223.14,41.7,3.62,3.7,Medium
P01039,Solar,Madhya Pradesh,Central,180,358.75,47,6,Partial,Medium,443.22,53.0,23.55,6.0,Medium
P01040,Transmission,Maharashtra,West,2018,3572.04,12,8,Partial,High,4979.08,30.2,39.39,18.2,High
P01041,Transmission,Madhya Pradesh,Central,1308,1765.92,33,1,Pending,High,2537.6,59.3,43.7,26.3,High
P01042,Transmission,Karnataka,South,1791,4411.51,28,7,Pending,High,6315.31,46.4,43.16,18.4,High
P01043,Solar,Andhra Pradesh,South,611,922.58,37,1,Partial,Medium,1030.93,44.3,11.74,7.3,Medium
P01044,Thermal,Rajasthan,North,3268,19283.96,76,9,Complete,Medium,21713.77,83.7,12.6,7.7,Medium
P01045,Thermal,Andhra Pradesh,South,4346,11785.88,49,9,Complete,High,14733.84,56.5,25.01,7.5,High
P01046,Solar,Madhya Pradesh,Central,1350,3469.7,43,1,Partial,Medium,4201.64,55.2,21.1,12.2,High
P01047,Thermal,Tamil Nadu,South,592,2359.52,36,10,Complete,Medium,2634.21,44.3,11.64,8.3,Medium
P01048,Solar,Madhya Pradesh,Central,713,1950.67,34,3,Complete,Medium,2093.03,38.8,7.3,4.8,Medium
P01049,Solar,Uttar Pradesh,North,148,484.82,21,10,Partial,High,621.43,42.1,28.18,21.1,High
P01050,Hydro,Uttar Pradesh,North,994,7898.22,62,4,Complete,Medium,8723.44,65.7,10.45,3.7,Medium
P01051,Transmission,Karnataka,South,1658,2125.99,16,7,Pending,Medium,2839.14,28.0,33.54,12.0,High
P01052,Wind,Karnataka,South,782,1801.23,31,2,Complete,Low,1863.24,32.7,3.44,1.7,Low
P01053,Wind,Madhya Pradesh,Central,68,99.98,35,5,Partial,High,120.89,41.3,20.91,6.3,Medium
P01054,Wind,Madhya Pradesh,Central,188,514.91,33,9,Complete,Medium,585.13,40.9,13.64,7.9,Medium
P01055,Solar,Tamil Nadu,South,557,1199.19,20,8,Complete,Low,1345.22,26.6,12.18,6.6,Medium
P01056,Transmission,Maharashtra,West,2599,3709.29,27,9,Partial,Low,4606.03,35.4,24.18,8.4,Medium
P01057,Wind,Punjab,North,873,1370.73,12,1,Complete,High,1650.56,22.3,20.41,10.3,High
P01058,Thermal,Haryana,North,3258,13121.2,47,8,Complete,Medium,14557.02,56.7,10.94,9.7,High
P01059,Thermal,Maharashtra,West,3302,15870.26,54,7,Pending,Medium,21797.33,63.5,37.35,9.5,High
P01060,Solar,Rajasthan,North,707,1578.97,40,5,Complete,Medium,1716.17,44.4,8.69,4.4,Medium
P01061,Wind,Punjab,North,137,210.95,32,4,Complete,Low,214.31,32.7,1.59,0.7,Low
P01062,Thermal,Punjab,North,4315,13920.15,41,5,Partial,Medium,16191.49,47.5,16.32,6.5,Medium
P01063,Wind,Tamil Nadu,South,499,1309.34,17,6,Partial,Medium,1519.0,28.0,16.01,11.0,High
P01064,Hydro,Karnataka,South,1246,9906.38,70,6,Complete,Medium,10751.09,73.0,8.53,3.0,Medium
P01065,Hydro,Gujarat,West,1676,10739.09,39,1,Complete,Medium,11653.11,42.7,8.51,3.7,Medium
P01066,Wind,Tamil Nadu,South,325,822.21,35,7,Partial,High,982.38,50.4,19.48,15.4,High
P01067,Thermal,Gujarat,West,3980,20387.06,88,7,Complete,Medium,21946.92,92.3,7.65,4.3,Medium
P01068,Transmission,Maharashtra,West,1403,2190.25,48,9,Complete,Medium,2526.84,58.6,15.37,10.6,High
P01069,Transmission,Maharashtra,West,862,1384.4,42,2,Partial,High,1660.26,58.3,19.93,16.3,High
P01070,Transmission,Tamil Nadu,South,184,237.37,51,4,Complete,Low,242.43,52.9,2.13,1.9,Low
P01071,Wind,Karnataka,South,318,728.23,24,8,Complete,Medium,801.65,33.2,10.08,9.2,High
P01072,Transmission,Haryana,North,622,896.15,30,2,Complete,Medium,983.06,35.3,9.7,5.3,Medium
P01073,Transmission,Rajasthan,North,2802,3352.02,25,9,Partial,Medium,3835.78,34.7,14.43,9.7,High
P01074,Solar,Tamil Nadu,South,1255,2425.89,43,5,Complete,Medium,2720.56,47.3,12.15,4.3,Medium
P01075,Transmission,Andhra Pradesh,South,2037,2267.14,18,6,Complete,Medium,2452.31,21.0,8.17,3.0,Medium
P01076,Thermal,Tamil Nadu,South,2589,10465.99,86,1,Partial,High,13260.54,98.3,26.7,12.3,High
P01077,Solar,Punjab,North,1319,4158.58,32,7,Pending,Medium,5454.26,45.3,31.16,13.3,High
P01078,Solar,Karnataka,South,1018,1687.54,30,8,Complete,Medium,1923.09,34.1,13.96,4.1,Medium
P01079,Transmission,Haryana,North,428,687.39,13,4,Partial,High,850.88,28.3,23.78,15.3,High
P01080,Thermal,Haryana,North,2539,6968.26,87,2,Complete,Medium,7456.6,89.9,7.01,2.9,Low
P01081,Transmission,Uttar Pradesh,North,1591,1847.55,54,1,Complete,Medium,1974.75,57.3,6.88,3.3,Medium
P01082,Thermal,Gujarat,West,2070,7612.2,81,8,Partial,Low,9042.44,91.4,18.79,10.4,High
P01083,Hydro,Uttar Pradesh,North,3838,24616.11,79,3,Complete,High,26973.21,85.6,9.58,6.6,Medium
P01084,Transmission,Tamil Nadu,South,2731,6564.94,30,9,Complete,Medium,7418.31,34.9,13.0,4.9,Medium
P01085,Thermal,Uttar Pradesh,North,1665,8427.63,50,10,Pending,Medium,10128.36,69.8,20.18,19.8,High
P01086,Hydro,Karnataka,South,806,2904.99,52,10,Complete,Low,3050.74,55.6,5.02,3.6,Medium
P01087,Thermal,Maharashtra,West,3509,19077.03,56,3,Complete,Low,19105.45,57.1,0.15,1.1,Low
P01088,Solar,Andhra Pradesh,South,927,1851.29,19,8,Partial,Low,2048.74,26.4,10.67,7.4,Medium
P01089,Solar,Karnataka,South,357,1013.76,40,8,Partial,Medium,1242.19,51.7,22.53,11.7,High
P01090,Wind,Madhya Pradesh,Central,322,740.71,33,6,Complete,Low,748.06,34.5,0.99,1.5,Low
P01091,Transmission,Punjab,North,2877,3397.83,32,4,Complete,Low,3464.01,33.4,1.95,1.4,Low
P01092,Hydro,Maharashtra,West,917,4398.07,41,1,Complete,Medium,4802.96,43.2,9.21,2.2,Low
P01093,Hydro,Madhya Pradesh,Central,1495,7736.51,52,5,Partial,Low,8436.8,58.6,9.05,6.6,Medium
P01094,Transmission,Punjab,North,656,1239.01,42,4,Complete,Low,1245.28,43.6,0.51,1.6,Low
P01095,Thermal,Rajasthan,North,878,3649.35,67,7,Complete,Low,3805.28,69.0,4.27,2.0,Low
P01096,Wind,Uttar Pradesh,North,355,932.84,15,10,Complete,Low,991.34,20.1,6.27,5.1,Medium
P01097,Hydro,Gujarat,West,254,1006.28,95,10,Complete,High,1219.9,111.6,21.23,16.6,High
P01098,Thermal,Rajasthan,North,2798,11592.42,63,1,Partial,Medium,13490.34,71.4,16.37,8.4,Medium
P01099,Transmission,Karnataka,South,1661,2659.34,51,8,Partial,Medium,3259.24,66.4,22.56,15.4,High
P01100,Transmission,Rajasthan,North,311,621.83,26,2,Complete,Medium,680.66,28.4,9.46,2.4,Low
P01101,Wind,Andhra Pradesh,South,570,1002.93,35,3,Complete,Medium,1078.07,38.7,7.49,3.7,Medium
P01102,Thermal,Gujarat,West,3124,18731.48,50,4,Complete,High,22304.37,60.9,19.07,10.9,High
P01103,Transmission,Haryana,North,1947,4256.59,37,8,Pending,Medium,5515.38,58.6,29.57,21.6,High
P01104,Transmission,Uttar Pradesh,North,945,2246.42,34,4,Complete,Low,2260.49,34.6,0.63,0.6,Low
P01105,Solar,Haryana,North,1247,3909.3,42,2,Complete,Low,3980.98,43.2,1.83,1.2,Low
P01106,Thermal,Andhra Pradesh,South,1467,5341.63,63,9,Partial,Low,6175.25,74.1,15.61,11.1,High
P01107,Hydro,Tamil Nadu,South,1193,8645.8,56,1,Complete,Medium,9473.94,61.8,9.58,5.8,Medium
P01108,Transmission,Punjab,North,1651,3691.24,29,4,Complete,Low,3769.88,30.5,2.13,1.5,Low
P01109,Transmission,Madhya Pradesh,Central,2324,4078.4,33,5,Pending,Medium,4796.16,50.3,17.6,17.3,High
P01110,Hydro,Punjab,North,3553,16769.46,73,7,Pending,Low,21883.23,85.3,30.49,12.3,High
P01111,Hydro,Rajasthan,North,1559,11964.64,54,8,Complete,High,14973.24,67.2,25.15,13.2,High
P01112,Wind,Uttar Pradesh,North,161,430.7,21,8,Partial,Low,506.95,31.6,17.7,10.6,High
P01113,Thermal,Karnataka,South,2545,14625.44,53,7,Partial,Medium,16278.09,58.1,11.3,5.1,Medium
P01114,Solar,Uttar Pradesh,North,280,475.37,42,7,Partial,Medium,578.54,51.7,21.7,9.7,High
P01115,Transmission,Rajasthan,North,1394,3138.78,49,10,Partial,Low,3699.92,57.5,17.88,8.5,Medium
P01116,Thermal,Madhya Pradesh,Central,2158,12480.61,76,6,Partial,Low,13677.26,83.6,9.59,7.6,Medium
P01117,Hydro,Punjab,North,3072,13343.95,93,2,Pending,Medium,18045.94,113.1,35.24,20.1,High
P01118,Thermal,Maharashtra,West,3152,17437.83,41,1,Complete,Low,18288.47,42.7,4.88,1.7,Low
P01119,Hydro,Punjab,North,1125,4298.14,75,8,Complete,Medium,4964.3,84.0,15.5,9.0,Medium
P01120,Hydro,Maharashtra,West,2346,18145.09,100,10,Complete,Medium,21272.2,105.7,17.23,5.7,Medium
P01121,Wind,Maharashtra,West,627,1781.04,26,1,Complete,Low,1858.23,26.8,4.33,0.8,Low
P01122,Thermal,Madhya Pradesh,Central,4616,23878.74,61,8,Partial,Medium,32164.36,68.6,34.7,7.6,High
P01123,Hydro,Tamil Nadu,South,3041,16885.38,83,1,Pending,High,21142.82,98.9,25.21,15.9,High
